Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata (Next Sem),Kategori Performa,Kategori Performa (Next Sem),Jumlah Ketidakhadiran,Persentase Tugas,performance_trend
80,69,69,83,83,80,73,76,75,72,78,88,75,84,73,70,76.63,80,65,60,79,84,80,60,58,67,63,80,81,65,69,61,60,69.5,Mid,Low,10,48,Significant Decrease Performance
84,78,85,86,78,86,75,74,84,71,79,85,85,77,84,73,80.25,80,77,84,79,75,87,77,74,83,71,82,89,86,76,85,74,79.94,Mid,Mid,6,74,Stable Performance
74,78,79,72,87,68,78,78,69,84,74,78,79,70,72,85,76.49,74,85,82,75,87,73,81,74,81,84,85,85,83,75,72,90,80.38,Mid,Mid,6,77,Stable Performance
83,70,82,83,84,73,83,79,84,86,85,90,94,78,81,87,82.81,79,68,86,80,79,69,83,81,88,84,87,91,95,77,85,86,82.38,Mid,Mid,5,76,Stable Performance
74,61,74,81,68,76,65,79,76,72,73,67,80,71,77,70,72.94,74,60,71,79,73,73,65,73,79,76,77,67,82,69,79,72,73.06,Mid,Mid,5,69,Stable Performance
89,86,89,89,75,74,88,78,83,75,75,82,68,82,81,76,80.73,93,91,94,84,76,75,95,83,92,85,80,88,75,83,85,81,85.0,Mid,High,1,81,Significant Increase Performance
70,70,71,73,65,83,69,69,79,60,79,70,67,64,63,68,70.03,67,70,66,75,63,78,70,70,83,57,81,67,61,66,62,66,68.88,Mid,Low,7,53,Significant Decrease Performance
74,76,74,71,80,86,81,71,76,76,81,71,68,79,75,68,75.44,73,85,76,76,79,88,84,68,75,77,81,74,66,86,76,67,76.94,Mid,Mid,4,65,Stable Performance
82,88,75,74,79,82,78,84,80,84,75,72,77,72,81,68,78.09,84,90,76,75,78,85,75,86,78,83,79,71,75,72,83,71,78.81,Mid,Mid,6,79,Stable Performance
77,78,74,78,79,86,74,81,82,79,77,74,89,80,78,90,79.61,75,78,73,78,80,83,75,80,85,79,77,75,89,83,83,87,80.0,Mid,Mid,6,72,Stable Performance
75,86,66,72,67,73,73,71,74,71,73,70,81,68,75,68,72.64,78,84,69,72,70,72,79,69,75,72,70,70,73,70,71,73,72.94,Mid,Mid,4,84,Stable Performance
70,71,74,76,69,73,70,69,80,68,75,83,81,77,75,78,74.27,74,74,70,89,70,78,79,75,80,72,83,88,81,81,73,81,78.0,Mid,Mid,6,70,Stable Performance
69,75,67,72,66,77,67,59,68,71,76,62,59,70,70,60,67.95,69,77,66,75,63,78,66,61,67,66,73,61,56,72,70,56,67.25,Low,Low,6,27,Stable Performance
72,72,77,71,71,74,66,83,78,70,68,68,76,68,72,65,71.87,70,72,76,68,69,76,71,85,78,70,69,66,76,70,65,60,71.31,Mid,Mid,6,71,Stable Performance
82,82,79,80,83,80,83,74,81,80,85,80,79,77,87,68,80.07,86,86,86,85,90,93,83,75,94,81,86,83,88,81,97,66,85.0,Mid,High,2,90,Significant Increase Performance
80,78,77,76,78,80,74,79,80,73,80,80,74,72,74,79,77.04,82,83,71,86,81,81,80,79,80,71,81,80,74,75,74,80,78.62,Mid,Mid,4,75,Stable Performance
77,84,76,73,81,73,74,74,63,80,82,82,87,85,76,83,78.05,74,81,79,73,79,74,79,68,65,84,84,85,89,90,74,80,78.62,Mid,Mid,4,83,Stable Performance
75,73,71,74,77,83,79,71,70,78,80,81,74,78,80,68,75.77,71,76,78,77,74,83,82,71,74,80,84,79,77,74,82,65,76.69,Mid,Mid,4,82,Stable Performance
76,80,78,75,88,85,75,74,79,75,81,69,74,78,80,68,77.09,73,83,77,72,89,90,78,70,77,74,81,69,75,83,78,66,77.19,Mid,Mid,6,83,Stable Performance
67,63,67,65,74,73,71,72,78,66,62,75,70,67,74,62,69.19,80,81,85,81,83,87,75,85,94,73,69,86,82,76,79,67,80.19,Low,Mid,6,66,Significant Increase Performance
74,67,80,86,76,75,87,82,90,79,80,86,78,80,66,87,79.51,77,67,74,87,76,74,92,81,94,78,78,85,84,80,70,91,80.5,Mid,Mid,5,73,Stable Performance
79,77,82,71,74,80,77,79,78,80,71,83,75,77,74,76,77.11,79,87,89,81,83,94,85,83,81,80,76,95,76,94,82,82,84.19,Mid,Mid,4,73,Stable Performance
79,81,82,80,74,79,79,78,80,71,67,83,77,80,73,84,77.92,77,84,79,81,76,76,81,79,73,74,70,82,86,84,70,83,78.44,Mid,Mid,5,74,Stable Performance
74,71,74,64,74,80,74,73,71,78,79,70,74,74,74,69,73.26,74,67,65,59,68,72,63,65,53,75,65,64,71,73,67,72,67.06,Mid,Low,8,41,Significant Decrease Performance
70,67,70,59,59,75,70,60,69,62,56,54,64,72,72,71,65.5,71,70,73,56,59,78,73,59,70,66,55,54,62,70,71,68,65.94,Low,Low,10,52,Stable Performance
85,82,86,70,85,75,76,84,85,77,84,83,79,81,91,79,81.46,86,84,81,70,87,78,82,82,82,78,83,87,81,78,96,79,82.12,Mid,Mid,5,66,Stable Performance
71,73,72,77,80,71,68,82,73,64,82,78,81,80,86,67,75.39,80,82,75,84,80,75,72,87,77,69,94,89,84,87,87,74,81.0,Mid,Mid,5,66,Stable Performance
67,68,68,71,68,65,66,69,76,68,75,64,55,70,68,66,67.78,67,74,76,76,75,65,70,69,81,73,78,76,59,77,78,67,72.56,Low,Mid,6,71,Significant Increase Performance
73,75,74,74,72,68,67,91,78,86,78,78,80,82,72,77,76.48,77,83,74,74,75,68,70,93,75,87,80,77,83,80,70,69,77.19,Mid,Mid,6,66,Stable Performance
75,63,80,78,63,69,74,77,81,70,85,73,72,76,75,74,73.91,80,68,87,78,72,70,76,85,89,74,87,84,85,84,75,80,79.62,Mid,Mid,5,80,Stable Performance
90,82,75,76,88,84,73,72,80,83,77,72,75,89,83,85,80.21,88,81,71,73,90,84,69,77,78,82,79,72,80,88,74,82,79.25,Mid,Mid,4,73,Stable Performance
84,75,76,77,80,84,87,82,82,88,77,84,81,81,77,71,80.43,93,78,77,75,82,89,91,90,82,88,85,93,85,89,88,79,85.25,Mid,High,1,81,Significant Increase Performance
80,80,76,78,74,74,76,72,76,82,86,89,76,84,80,77,78.74,86,87,79,85,82,83,82,80,82,88,90,96,74,90,84,84,84.5,Mid,Mid,4,81,Stable Performance
70,74,66,66,66,65,74,64,65,70,69,66,77,65,67,59,67.66,88,82,80,74,75,78,75,87,78,87,69,72,82,83,75,74,78.69,Low,Mid,6,60,Significant Increase Performance
80,74,76,71,77,81,80,79,79,79,81,81,82,80,79,85,78.97,78,81,72,68,78,85,79,77,76,80,80,77,86,84,82,82,79.06,Mid,Mid,6,69,Stable Performance
79,76,82,77,76,76,77,72,67,78,80,71,82,68,74,85,76.21,89,86,85,81,83,86,83,76,81,84,89,78,90,74,82,89,83.5,Mid,Mid,5,74,Stable Performance
75,72,74,79,66,80,71,77,70,82,73,67,76,80,79,74,74.51,76,70,72,78,63,83,77,82,68,85,72,64,74,77,78,77,74.75,Mid,Mid,6,74,Stable Performance
80,74,79,78,61,71,77,77,76,76,82,77,64,85,66,81,75.13,83,71,80,83,58,74,80,81,83,80,88,74,66,84,69,78,77.0,Mid,Mid,5,81,Stable Performance
58,73,65,68,56,70,68,69,71,67,65,62,64,72,62,57,65.47,59,82,79,66,64,77,73,70,78,75,69,67,61,79,64,61,70.25,Low,Mid,5,63,Significant Increase Performance
72,80,76,80,67,62,78,82,68,80,83,77,82,78,76,81,76.37,76,76,76,74,65,62,74,78,68,84,83,73,78,79,77,80,75.19,Mid,Mid,4,75,Stable Performance
79,67,69,65,71,69,76,77,74,75,66,65,72,70,80,60,70.97,80,68,70,61,70,72,76,81,72,76,70,65,73,71,80,62,71.69,Mid,Mid,5,71,Stable Performance
71,71,64,63,67,60,76,82,67,65,62,63,65,74,84,65,68.67,69,73,63,62,68,65,77,79,65,63,60,59,65,77,86,65,68.5,Low,Low,6,40,Stable Performance
63,62,70,69,68,65,74,71,71,69,66,64,70,70,70,60,67.59,71,68,78,70,70,73,80,76,80,75,66,67,77,79,71,56,72.31,Low,Mid,5,72,Significant Increase Performance
82,79,76,84,81,92,83,79,80,75,87,82,82,75,84,76,81.18,71,78,65,80,68,84,72,68,69,62,84,80,73,71,81,68,73.38,Mid,Mid,4,84,Stable Performance
69,72,69,68,72,77,76,75,74,69,77,63,74,76,71,68,72.05,69,74,71,69,72,73,72,75,70,66,76,65,78,81,70,64,71.56,Mid,Mid,6,83,Stable Performance
82,79,85,87,85,85,86,87,79,75,84,87,75,83,88,82,83.14,80,81,87,81,83,81,88,89,77,76,81,88,73,80,93,80,82.38,Mid,Mid,6,79,Stable Performance
80,79,71,70,71,73,66,66,61,72,83,62,71,71,72,79,71.7,78,76,66,70,71,65,66,70,67,74,83,64,73,68,69,80,71.25,Mid,Mid,5,78,Stable Performance
62,57,64,63,55,68,61,66,65,61,71,65,67,69,68,67,64.26,64,64,70,67,58,75,67,65,74,67,77,71,73,68,71,81,69.5,Low,Low,10,25,Stable Performance
65,64,70,65,73,69,73,64,64,78,69,74,62,68,76,62,68.46,70,62,69,64,73,66,72,69,65,83,70,68,61,69,82,64,69.19,Low,Low,11,32,Stable Performance
93,82,77,83,87,77,78,82,83,80,83,85,82,78,81,90,82.62,93,85,79,81,87,72,83,84,84,80,82,87,82,78,81,92,83.12,Mid,Mid,5,74,Stable Performance
76,80,72,76,78,82,80,69,80,83,71,70,74,75,72,68,75.38,81,80,78,70,76,82,78,64,77,80,72,69,75,78,75,71,75.38,Mid,Mid,5,71,Stable Performance
80,68,70,73,65,65,70,76,73,62,79,76,73,73,76,84,72.65,87,78,79,82,63,75,65,80,77,73,85,82,84,79,90,87,79.12,Mid,Mid,6,83,Stable Performance
80,77,70,77,80,75,73,79,71,80,74,65,74,76,79,78,75.36,84,76,69,78,77,79,76,82,68,79,76,63,71,76,79,77,75.62,Mid,Mid,5,81,Stable Performance
71,78,75,76,73,77,93,87,73,78,76,78,82,77,74,83,78.14,69,78,74,77,76,78,92,88,76,73,74,81,78,75,73,80,77.62,Mid,Mid,5,78,Stable Performance
74,82,73,75,84,77,71,77,76,74,83,73,78,81,79,79,77.34,87,88,78,87,95,88,78,87,79,82,85,70,81,86,83,81,83.44,Mid,Mid,6,79,Stable Performance
79,76,79,86,80,83,88,85,76,84,87,79,74,80,83,85,81.59,79,75,82,84,82,86,85,84,78,83,86,80,76,77,85,83,81.56,Mid,Mid,4,67,Stable Performance
71,63,67,75,83,73,80,68,70,61,75,69,76,71,83,82,72.94,69,60,67,70,83,73,83,70,73,65,70,64,73,72,82,82,72.25,Mid,Mid,5,70,Stable Performance
57,71,65,72,62,76,74,61,67,69,72,68,72,68,71,62,67.92,58,75,71,82,67,82,83,68,71,79,73,72,79,78,76,62,73.5,Low,Mid,6,65,Significant Increase Performance
73,79,80,74,72,80,72,79,72,73,67,67,78,82,73,72,74.57,78,79,78,75,67,82,70,77,78,74,68,64,78,82,73,74,74.81,Mid,Mid,5,72,Stable Performance
81,78,64,81,70,76,74,73,77,81,76,83,84,84,76,74,77.06,88,81,74,90,75,82,81,73,82,84,78,94,85,88,72,81,81.75,Mid,Mid,4,84,Stable Performance
70,76,76,57,72,58,70,68,66,74,67,70,66,71,75,66,68.78,77,89,90,57,89,66,70,84,78,87,80,85,77,86,92,80,80.44,Low,Mid,7,73,Significant Increase Performance
73,70,70,68,74,74,70,71,74,73,69,76,75,81,62,74,72.14,70,71,74,64,74,75,66,70,68,75,70,73,75,81,66,74,71.62,Mid,Mid,6,65,Stable Performance
82,82,75,70,84,74,75,87,70,81,73,73,78,80,81,82,78.05,80,78,77,77,87,72,73,91,66,81,73,76,76,83,80,83,78.31,Mid,Mid,6,70,Stable Performance
71,69,73,76,74,57,66,74,79,70,78,67,76,76,77,70,72.07,62,67,72,71,75,55,67,73,79,70,75,67,75,70,81,65,70.25,Mid,Mid,4,71,Stable Performance
67,79,68,71,82,76,77,78,78,75,71,89,74,77,77,72,75.71,67,79,78,75,91,87,88,86,78,78,80,96,79,84,87,82,82.19,Mid,Mid,6,81,Stable Performance
69,79,68,73,76,70,71,76,71,61,79,66,72,65,69,69,70.75,77,84,71,79,80,83,73,83,76,67,90,67,80,70,73,73,76.62,Mid,Mid,6,78,Stable Performance
75,69,84,74,78,74,79,63,70,71,71,76,77,73,74,86,74.7,76,69,82,73,80,70,80,60,70,70,69,79,75,72,71,90,74.12,Mid,Mid,6,71,Stable Performance
72,59,74,73,76,73,66,75,71,76,78,70,75,76,71,80,72.81,73,66,80,77,76,73,66,75,75,78,79,76,80,88,78,79,76.19,Mid,Mid,4,82,Stable Performance
85,77,81,84,89,83,81,86,78,75,83,78,93,81,83,76,81.9,88,77,77,82,92,83,80,82,70,78,81,74,93,78,88,74,81.06,Mid,Mid,5,69,Stable Performance
86,80,80,80,74,79,83,72,85,79,81,69,81,75,78,72,78.46,94,84,88,83,81,83,88,70,95,84,94,80,85,80,83,73,84.06,Mid,Mid,4,72,Stable Performance
61,65,64,70,56,66,65,63,61,71,76,57,61,61,64,72,64.73,67,72,70,75,65,70,66,71,68,80,81,56,67,65,65,80,69.88,Low,Low,11,40,Stable Performance
73,70,70,69,74,75,73,59,70,69,75,72,73,68,75,77,71.4,79,77,85,74,76,88,75,67,74,79,78,80,75,63,81,79,76.88,Mid,Mid,5,75,Stable Performance
59,61,71,67,73,69,71,64,69,69,64,73,58,69,61,62,66.23,64,65,74,66,78,73,74,66,76,74,72,78,60,73,64,62,69.94,Low,Low,9,46,Stable Performance
77,66,66,75,66,77,75,68,77,62,74,66,69,69,78,69,70.86,83,68,68,69,64,79,78,69,78,59,72,64,72,68,78,71,71.25,Mid,Mid,5,67,Stable Performance
74,72,70,69,76,74,78,73,74,78,73,67,79,71,75,71,73.53,68,67,69,67,71,73,70,71,65,70,67,55,74,64,77,61,68.06,Mid,Low,3,53,Significant Decrease Performance
63,58,69,51,74,73,63,76,78,66,70,68,75,61,67,72,67.82,63,65,70,53,79,77,69,88,86,65,76,74,82,62,80,83,73.25,Low,Mid,6,73,Significant Increase Performance
74,70,77,72,71,74,70,71,66,85,68,74,80,64,73,71,72.52,77,79,88,81,81,79,69,81,69,92,77,76,90,66,73,82,78.75,Mid,Mid,4,84,Stable Performance
79,65,66,70,68,68,80,71,66,68,72,72,67,62,70,70,69.52,82,65,68,70,67,64,78,71,65,65,74,74,66,65,65,72,69.44,Low,Low,11,41,Stable Performance
73,82,79,77,74,85,70,74,74,78,79,69,73,78,73,74,75.7,76,86,78,84,75,90,70,80,74,80,85,75,77,85,80,81,79.75,Mid,Mid,6,70,Stable Performance
76,70,77,78,76,82,79,75,74,84,72,74,73,77,87,77,76.98,75,73,81,79,73,79,81,77,71,84,76,72,73,80,83,82,77.44,Mid,Mid,5,65,Stable Performance
70,72,65,70,80,75,78,76,68,81,63,73,61,63,76,68,71.14,64,67,63,74,81,76,79,76,75,80,61,75,57,60,74,63,70.31,Mid,Mid,6,76,Stable Performance
82,65,75,70,74,84,85,78,68,70,77,72,79,84,71,71,75.35,77,60,70,66,63,86,74,67,59,61,75,63,65,72,68,61,67.94,Mid,Low,4,59,Significant Decrease Performance
66,71,73,72,77,74,72,72,73,72,69,66,73,70,75,73,71.74,68,79,83,77,80,79,71,70,80,73,72,74,79,76,76,76,75.81,Mid,Mid,4,65,Stable Performance
74,79,67,82,63,81,75,71,66,71,73,75,81,74,75,75,73.78,73,80,65,86,60,84,78,66,63,73,76,71,80,77,72,74,73.62,Mid,Mid,5,82,Stable Performance
82,82,83,86,79,81,85,78,84,81,86,90,81,87,84,81,83.16,74,70,77,80,69,68,76,64,83,73,76,89,72,73,76,73,74.56,Mid,Mid,6,67,Stable Performance
82,88,81,88,81,75,81,74,80,80,91,90,82,88,80,75,82.17,83,91,84,88,80,76,82,76,80,76,93,88,80,82,83,77,82.44,Mid,Mid,5,74,Stable Performance
71,70,64,64,73,60,71,67,71,73,64,63,76,68,70,73,68.73,77,70,70,71,83,64,77,72,76,78,67,72,80,76,79,76,74.25,Low,Mid,6,79,Significant Increase Performance
74,84,82,86,86,79,83,79,80,74,78,70,78,86,83,80,80.22,66,81,79,76,77,69,75,62,77,71,72,60,79,86,77,78,74.06,Mid,Mid,4,77,Stable Performance
78,76,74,83,71,71,84,80,79,80,89,79,81,89,79,88,80.15,75,79,77,83,76,73,81,77,78,85,92,80,79,83,80,91,80.56,Mid,Mid,5,73,Stable Performance
59,63,66,72,78,66,74,80,77,67,74,71,66,71,67,70,70.14,58,58,70,61,67,57,66,79,75,60,62,67,59,61,59,71,64.38,Mid,Low,6,45,Significant Decrease Performance
72,70,78,81,73,82,79,82,84,86,82,78,80,91,84,79,80.08,76,74,87,82,75,86,85,88,95,94,88,89,83,100,93,92,86.69,Mid,High,2,80,Significant Increase Performance
82,80,77,91,85,76,82,89,80,79,84,86,80,80,85,77,82.12,86,86,82,92,95,82,89,98,85,81,90,89,91,84,85,84,87.44,Mid,High,1,80,Significant Increase Performance
67,69,73,67,72,75,67,86,76,71,68,67,78,70,62,61,70.57,67,65,73,67,73,77,71,84,80,70,67,66,76,74,57,62,70.56,Mid,Mid,4,78,Stable Performance
71,71,66,63,61,67,69,74,70,76,73,73,75,63,68,82,70.08,71,71,71,76,66,75,81,84,72,83,89,77,79,68,73,88,76.5,Mid,Mid,5,67,Stable Performance
71,79,82,71,76,90,81,77,81,77,89,75,77,73,79,79,78.56,74,81,81,76,78,93,77,81,80,82,84,72,76,73,84,88,80.0,Mid,Mid,4,68,Stable Performance
82,71,79,77,67,73,73,85,79,77,55,67,80,80,73,76,74.59,87,75,88,89,72,75,78,92,93,84,66,78,87,86,76,85,81.94,Mid,Mid,5,83,Stable Performance
78,79,76,82,83,73,72,74,78,80,82,83,80,79,86,78,78.74,67,73,78,72,81,67,64,65,81,72,73,80,69,71,93,75,73.81,Mid,Mid,4,83,Stable Performance
80,78,76,76,83,76,75,73,79,74,78,78,75,70,72,72,75.89,73,78,76,77,80,75,73,74,81,81,78,73,71,69,71,71,75.06,Mid,Mid,4,72,Stable Performance
72,79,88,74,75,74,81,79,77,71,72,78,78,77,80,71,76.64,67,83,90,71,75,74,80,80,71,75,74,84,79,79,85,68,77.19,Mid,Mid,6,71,Stable Performance
70,70,64,65,72,63,81,71,68,67,72,66,67,76,66,69,69.11,77,78,70,81,88,69,96,84,74,78,79,80,82,85,76,83,80.0,Low,Mid,7,69,Significant Increase Performance
76,82,83,89,76,73,79,77,80,83,92,78,69,79,82,75,79.53,81,82,86,85,75,69,77,70,80,83,93,77,71,79,86,78,79.5,Mid,Mid,5,71,Stable Performance
82,82,82,85,80,84,72,76,79,76,81,79,79,85,81,75,79.87,87,82,80,86,81,86,74,69,77,79,84,77,76,79,82,76,79.69,Mid,Mid,4,69,Stable Performance
71,78,75,80,78,72,81,81,65,74,71,73,70,69,78,68,73.97,71,80,74,84,77,68,81,83,64,76,74,73,73,68,75,64,74.06,Mid,Mid,5,82,Stable Performance
75,68,81,75,79,76,74,75,82,70,62,71,69,80,74,79,74.31,71,66,79,69,78,59,60,64,77,71,62,65,69,74,61,71,68.5,Mid,Low,2,55,Significant Decrease Performance
68,67,68,75,68,73,73,67,67,65,74,63,64,66,62,64,67.66,74,76,68,81,74,78,79,69,77,68,83,68,68,68,70,68,73.06,Low,Mid,7,73,Significant Increase Performance
83,81,75,82,88,79,85,82,76,79,80,74,65,73,67,74,77.62,80,83,87,84,86,85,87,88,76,76,85,75,66,76,70,75,79.94,Mid,Mid,4,67,Stable Performance
69,82,72,81,82,81,69,83,80,82,87,82,72,81,70,78,78.18,70,84,70,82,85,80,75,89,77,79,86,84,70,78,74,75,78.62,Mid,Mid,5,73,Stable Performance
72,75,67,68,72,74,73,82,77,77,73,68,75,84,76,80,74.42,87,81,67,69,81,86,75,94,83,83,68,64,79,92,87,84,80.0,Mid,Mid,4,83,Stable Performance
87,83,82,76,80,79,82,74,78,83,77,76,77,79,69,77,78.57,90,81,78,87,79,77,83,72,82,81,73,72,75,77,68,76,78.19,Mid,Mid,5,66,Stable Performance
78,75,75,64,71,73,76,79,78,70,71,80,72,68,72,80,73.9,80,74,72,68,72,70,81,82,77,70,71,85,74,67,73,87,75.19,Mid,Mid,6,73,Stable Performance
73,76,74,83,79,82,86,70,74,76,78,80,75,74,83,81,77.74,74,77,72,81,79,84,86,68,72,70,80,80,69,73,80,83,76.75,Mid,Mid,5,80,Stable Performance
71,59,76,71,69,66,67,65,60,66,62,70,64,74,62,76,67.3,73,56,75,71,73,67,67,64,61,64,61,73,67,73,60,82,67.94,Low,Low,9,37,Stable Performance
79,70,74,71,78,84,81,71,75,82,78,80,78,75,75,69,76.23,82,74,81,75,83,88,83,80,78,91,76,90,90,79,80,79,81.81,Mid,Mid,4,71,Stable Performance
70,70,72,75,74,75,77,72,78,80,76,71,79,77,77,82,75.31,74,75,72,69,75,73,77,77,79,83,73,72,76,74,75,79,75.19,Mid,Mid,4,67,Stable Performance
80,84,75,74,82,71,86,83,77,82,79,70,72,78,77,83,78.21,79,84,71,77,78,68,82,87,74,86,79,70,70,73,67,80,76.56,Mid,Mid,4,69,Stable Performance
75,67,70,77,64,66,71,78,72,75,73,72,70,77,67,72,71.7,73,67,66,80,62,68,73,77,75,73,73,69,77,77,65,73,71.75,Mid,Mid,4,82,Stable Performance
80,71,67,64,78,78,73,68,74,80,68,80,66,69,75,79,72.95,79,73,67,62,82,78,74,70,76,76,68,81,66,65,77,72,72.88,Mid,Mid,6,76,Stable Performance
86,84,87,80,76,85,86,84,82,86,81,79,83,82,84,78,82.67,85,86,85,81,76,90,86,89,82,86,80,74,73,76,81,79,81.81,Mid,Mid,6,66,Stable Performance
77,77,74,69,79,67,68,74,60,81,73,81,82,72,80,68,73.75,78,78,71,69,82,64,72,76,64,80,68,84,77,69,78,66,73.5,Mid,Mid,4,84,Stable Performance
69,65,70,71,66,70,72,68,80,66,75,73,58,74,72,68,69.8,70,69,66,70,68,74,71,73,83,63,76,71,57,79,72,70,70.75,Low,Mid,6,78,Significant Increase Performance
86,86,91,82,92,78,75,87,90,83,72,76,86,84,90,84,83.83,94,96,98,83,100,85,78,95,99,88,81,85,94,86,94,96,90.75,Mid,High,2,83,Significant Increase Performance
78,83,87,89,81,82,86,78,86,81,82,82,83,91,80,80,83.0,83,85,90,91,84,85,80,81,88,76,86,84,83,93,81,81,84.44,Mid,Mid,4,67,Stable Performance
76,71,72,63,70,73,65,72,68,65,74,74,69,71,75,67,70.24,78,69,75,66,69,73,65,72,72,67,71,69,72,66,73,64,70.06,Mid,Mid,4,73,Stable Performance
80,77,73,76,73,81,75,71,82,82,77,82,74,77,80,84,77.74,84,80,77,85,77,83,76,74,89,89,86,83,78,82,93,90,82.88,Mid,Mid,4,67,Stable Performance
71,70,77,76,73,78,82,74,70,75,68,79,69,72,68,73,73.43,63,69,72,60,71,70,73,66,63,70,61,61,66,62,69,62,66.12,Mid,Low,5,46,Significant Decrease Performance
77,80,77,77,73,75,69,83,76,85,76,67,74,76,77,80,76.34,76,81,76,75,73,77,70,82,74,85,82,68,72,77,73,73,75.88,Mid,Mid,5,65,Stable Performance
77,75,72,74,79,81,73,82,79,72,78,78,71,70,79,74,75.91,75,78,73,74,78,82,73,84,78,70,78,77,70,65,76,69,75.0,Mid,Mid,5,83,Stable Performance
81,82,76,79,69,67,73,67,75,70,75,73,77,75,72,67,73.7,84,80,74,79,72,63,72,66,71,66,76,71,78,73,77,69,73.19,Mid,Mid,5,81,Stable Performance
72,62,77,74,75,66,73,68,72,66,71,64,70,63,80,72,70.32,73,62,75,74,74,65,71,70,71,66,69,64,76,65,81,71,70.44,Mid,Mid,6,81,Stable Performance
72,75,65,68,74,72,68,75,73,74,73,68,71,62,69,70,70.63,69,74,65,67,78,65,69,76,78,76,76,67,73,61,75,69,71.12,Mid,Mid,4,80,Stable Performance
74,73,67,67,77,69,71,74,70,70,69,68,71,61,69,73,70.1,80,77,68,69,83,73,78,81,76,75,77,74,76,63,74,71,74.69,Mid,Mid,4,68,Stable Performance
73,78,75,73,71,69,73,72,69,67,71,77,71,71,73,73,72.21,75,84,74,72,65,71,71,70,68,68,73,77,68,71,72,72,71.94,Mid,Mid,6,77,Stable Performance
76,74,72,80,73,83,75,75,78,71,78,75,77,71,71,66,74.68,77,78,74,81,77,80,76,74,81,68,80,80,77,68,70,70,75.69,Mid,Mid,5,83,Stable Performance
69,69,68,71,72,74,74,75,75,73,72,76,75,64,71,62,71.18,68,57,61,55,63,68,61,67,67,68,59,69,64,60,75,51,63.31,Mid,Low,6,42,Significant Decrease Performance
69,76,78,76,70,82,75,81,75,76,81,77,79,80,71,81,76.63,81,82,83,82,68,86,85,90,81,77,81,77,86,82,78,86,81.56,Mid,Mid,4,81,Stable Performance
78,77,79,87,74,86,84,83,84,81,86,80,74,82,86,85,81.59,72,79,74,87,74,89,88,85,82,84,84,81,77,83,86,80,81.56,Mid,Mid,6,78,Stable Performance
81,71,71,71,68,70,67,61,69,72,75,69,69,77,65,71,70.55,84,72,72,75,66,67,64,60,68,74,74,74,70,75,67,66,70.5,Mid,Mid,6,74,Stable Performance
81,73,69,85,80,80,76,79,64,74,81,69,75,78,72,76,75.71,82,75,73,86,87,88,82,84,72,79,78,67,81,85,73,77,79.31,Mid,Mid,4,78,Stable Performance
79,79,75,73,79,79,79,78,79,82,79,78,75,84,72,76,78.05,84,85,77,74,78,78,79,75,80,82,78,76,73,85,71,78,78.31,Mid,Mid,5,74,Stable Performance
75,68,79,76,78,76,81,82,72,86,76,80,78,78,80,84,78.13,75,68,76,76,77,72,74,81,77,90,78,79,76,77,77,80,77.06,Mid,Mid,4,80,Stable Performance
79,74,75,73,79,78,74,82,81,84,71,75,74,88,75,82,77.84,84,71,76,74,78,71,74,82,82,82,68,76,72,86,76,85,77.31,Mid,Mid,4,67,Stable Performance
84,78,79,81,85,78,76,83,73,80,84,81,76,74,85,78,79.68,81,85,82,94,93,79,72,81,82,91,86,84,78,70,98,80,83.5,Mid,Mid,5,66,Stable Performance
73,83,81,72,90,75,81,87,82,79,70,88,82,70,85,78,79.77,69,86,87,72,91,77,85,83,79,81,75,89,83,67,81,81,80.38,Mid,Mid,4,83,Stable Performance
67,66,70,73,66,69,86,71,74,64,62,76,75,77,68,75,71.25,72,64,70,74,73,78,88,72,79,72,64,79,77,85,75,83,75.31,Mid,Mid,6,67,Stable Performance
67,82,85,76,85,78,79,78,87,77,76,75,78,80,83,76,78.81,81,84,91,83,96,84,80,75,95,82,84,75,89,85,93,78,84.69,Mid,Mid,4,65,Stable Performance
81,82,75,80,79,80,77,79,80,89,80,86,87,73,78,87,80.67,81,85,74,79,79,81,78,80,80,89,82,85,91,73,78,86,81.31,Mid,Mid,5,65,Stable Performance
72,71,75,77,71,70,59,71,69,66,70,69,72,70,73,72,70.48,72,70,75,77,71,68,59,72,69,64,68,72,74,70,75,73,70.56,Mid,Mid,6,68,Stable Performance
82,73,84,81,83,76,74,72,84,81,70,80,71,77,79,82,78.04,81,74,84,81,85,79,76,70,87,80,66,77,67,76,78,78,77.44,Mid,Mid,5,79,Stable Performance
